ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Borough Block Lot,Census Tract,Community District,Council District,NTA,NTA_Name,Principal Name,Principal Title,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Community School Sup Name,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,BCO Location Code
05M692,M692,"High School for Mathematics, Science and Engineering at City College",310500011692,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jul 1 2002,Open,M812,240 CONVENT AVE,MANHATTAN,NY,10031,1019570200,21703,109,9,MN06,Manhattanville,Sean Dolcy,Principal,212-281-6490,212-281-6918,6,5,HS04,,,HS04,HS Network 04 Superintendent Office,Gary Beidleman,GBeidleman2@schools.nyc.gov,MFSC
06M004,M004,P.S. 004 Duke Ellington,310600010004,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1995,Open,M004,500 West 160 Street,Manhattan,NY,10032,1021180022,24500,112,7,MN36,Washington Heights South,ADAM STEVENS,Principal,212-928-0739,212-928-4142,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M005,M005,P.S. 005 Ellen Lurie,310600010005,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1993,Open,M005,3703 TENTH AVENUE,MANHATTAN,NY,10034,1021500030,29900,112,10,MN01,Marble Hill-Inwood,Christophe Anest,Principal,212-567-8109,212-567-6526,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M008,M008,P.S. 008 Luis Belliard,310600010008,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1995,Open,M008,465 WEST 167 STREET,MANHATTAN,NY,10032,1021120001,24900,112,10,MN36,Washington Heights South,Washington Hernandez,Principal,212-928-4157,212-928-4072,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M018,M018,P.S. 018 Park Terrace,310600010018,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Mar 10 1993,Open,M502,3761 10 Avenue,Manhattan,NY,10034,1021980001,2020,112,10,MN01,Marble Hill-Inwood,Rosanny Cuello Ventura,Principal,917-521-2220,917-521-2225,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M028,M028,P.S. 028 Wright Brothers,310600010028,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1960,Open,M028,475 West 155 Street,Manhattan,NY,10032,1021070026,23900,112,7,MN36,Washington Heights South,LUIS FERNANDEZ,Principal,212-690-3014,212-368-5978,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M048,M048,P.S. 048 P.O. Michael J. Buczek,310600010048,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1993,Open,M048,4360-78 BROADWAY,MANHATTAN,NY,10033,1021670029,27100,112,10,MN35,Washington Heights North,David Chung,Principal,917-521-3800,917-521-3805,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M052,M052,Harold O. Levy School,310600010052,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,SE","06,07,08",Jul 1 1905,Open,M052,650 ACADEMY STREET,MANHATTAN,NY,10034,1022330020,29100,112,10,MN01,Marble Hill-Inwood,SANDRA CAPERS,I.A. Principal,212-567-9162,212-942-4952,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M098,M098,P.S. 098 Shorac Kappock,310600010098,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,M098,512 WEST 212 STREET,MANHATTAN,NY,10034,1022290012,30300,112,10,MN01,Marble Hill-Inwood,MARITZA RODRIGUEZ,Principal,212-927-7870,212-569-1827,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M103,M103,Dos Puentes Elementary School,310600010103,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2013,Open,M132,185 Wadsworth Avenue,Manhattan,NY,10033,1021650026,27100,112,10,MN35,Washington Heights North,Victoria Hunt,Principal,212-781-1803,212-781-1809,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M115,M115,P.S. 115 Alexander Humboldt,310600010115,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1914,Open,M115,586 WEST 177 STREET,MANHATTAN,NY,10033,1021330040,26100,112,10,MN36,Washington Heights South,Boris Consuegra,Principal,212-927-9233,212-795-4051,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M128,M128,P.S. 128 Audubon,310600010128,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1961,Open,M128,560 WEST 169 STREET,MANHATTAN,NY,10032,1021250001,25100,112,10,MN36,Washington Heights South,CARY PANTALEON,Principal,212-927-0607,212-781-8002,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M132,M132,P.S. 132 Juan Pablo Duarte,310600010132,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 1905,Open,M132,185 Wadsworth Avenue,Manhattan,NY,10033,1021650026,27100,112,10,MN35,Washington Heights North,Wendy Poveda,Principal,212-927-7857,212-568-8163,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M143,M143,J.H.S. 143 Eleanor Roosevelt,310600010143,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1965,Open,M143,511 West 182 Street,Manhattan,NY,10033,1021550035,26900,112,10,MN35,Washington Heights North,Lakisha Mcdaniel Luke,Principal,212-927-7739,212-781-5539,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M152,M152,P.S. 152 Dyckman Valley,310600010152,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1928,Open,M152,93 NAGLE AVENUE,MANHATTAN,NY,10040,1021730001,28300,112,10,MN35,Washington Heights North,Estalex Rodriguez,I.A. Principal,212-567-5456,212-942-6319,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M153,M153,P.S. 153 Adam Clayton Powell,310600010153,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1975,Open,M153,1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031,1020780019,23300,109,7,MN04,Hamilton Heights,Sophia Matos,Principal,212-927-8611,212-234-4616,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M173,M173,P.S./I.S. 173 Fort Washington School in the Heights,310600010173,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05",Jul 1 1926,Open,M173,306 FORT WASHINGTON AVENUE,MANHATTAN,NY,10033,1021420154,26300,112,10,MN36,Washington Heights South,Latosha Kellum,Principal,212-927-7850,212-740-0905,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M178,M178,Professor Juan Bosch Public School,310600010178,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2001,Open,M178,12-18 ELLWOOD STREET,MANHATTAN,NY,10040,1021710036,28300,112,10,MN35,Washington Heights North,Patricia Sanchez,Principal,212-569-0327,212-569-0389,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M187,M187,P.S./I.S. 187 Hudson Cliffs,310600010187,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1930,Open,M187,349 Cabrini Boulevard,Manhattan,NY,10040,1021790365,27300,112,10,MN35,Washington Heights North,Emel Topbas Mejia,Principal,212-927-8218,212-795-9119,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M189,M189,P.S. 189,310600010189,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1923,Open,M189,2580 AMSTERDAM AVENUE,MANHATTAN,NY,10040,1021590051,27700,112,10,MN35,Washington Heights North,Johanny Grullon,Principal,212-927-8303,212-928-7733,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M192,M192,P.S. 192 Jacob H. Schiff,310600010192,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1952,Open,M192,500 WEST 138 STREET,MANHATTAN,NY,10031,1019880200,22301,109,7,MN06,Manhattanville,Hilduara Abreu,Principal,212-775-9560,212-775-9586,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M209,M209,Hamilton Grange Middle School,310600010209,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 2014,Open,M192,500 WEST 138 STREET,MANHATTAN,NY,10031,1019880200,22301,109,7,MN06,Manhattanville,BENJAMIN LEV,Principal,212-775-9600,212-234-4903,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M210,M210,P.S./I.S. 210 - Twenty-first Century Academy for Community Leadership,310600010210,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Aug 4 1997,Open,M093,501-503 WEST 152 STREET,MANHATTAN,NY,10031,1020840129,23700,109,7,MN04,Hamilton Heights,Lidia Pellerano,Principal,212-283-0012,212-283-0017,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M211,M211,Inwood Early College for Health and Information Technologies,310600011211,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 2014,Open,M052,650 ACADEMY STREET,MANHATTAN,NY,10034,1022330020,29100,112,10,MN01,Marble Hill-Inwood,Danielle Grant,I.A. Principal,212-567-1394,212-567-1825,6,6,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC
06M223,M223,The Mott Hall School,310600010223,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1999,Open,M164,401 WEST 164 STREET,MANHATTAN,NY,10032,1021110024,24301,112,10,MN36,Washington Heights South,JUDITH DE LOS SANTOS,Principal,929-506-2695,212-491-3451,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M278,M278,Paula Hedbavny School,310600010278,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep 8 2004,Open,M502,3761 10 Avenue,Manhattan,NY,10034,1021980001,2020,112,10,MN01,Marble Hill-Inwood,Bryanna Velazquez,Principal,917-521-2060,212-942-8177,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M293,M293,City College Magnet School of the Arts,310600011293,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2005,Open,M218,4600 Broadway,Manhattan,NY,10040,1021720016,28500,112,10,MN35,Washington Heights North,BURNEDETTE DRYSDALE,Principal,212-567-3164,212-567-3958,6,6,HS03,,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",FWalsh@schools.nyc.gov,MFSC
06M311,M311,Amistad Dual Language School,310600010311,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Sep 8 2004,Open,M176,4862 BROADWAY,MANHATTAN,NY,10034,1022340007,29100,112,10,MN01,Marble Hill-Inwood,ROBIN EDMONDS,Principal,212-544-8021,212-569-7765,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M314,M314,Muscota,310600010314,DOE,General Academic,Elementary,"0K,01,02,03,04,05","0K,01,02,03,04,05",Mar 26 2004,Open,M176,4862 BROADWAY,MANHATTAN,NY,10034,1022340007,29100,112,10,MN01,Marble Hill-Inwood,Allison Maltz,Principal,212-544-0614,212-544-2678,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M319,M319,M.S. 319 - Maria Teresa,310600010319,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,M090,21 JUMEL PLACE,MANHATTAN,NY,10032,1021120058,24900,112,10,MN36,Washington Heights South,Jessica Guzman,Principal,212-923-3827,212-740-8012,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M322,M322,Middle School 322,310600010322,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08,SE",Jul 1 2005,Open,M218,4600 Broadway,Manhattan,NY,10040,1021720016,28500,112,10,MN35,Washington Heights North,Miriam Rosa,Principal,212-304-0853,212-567-3016,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M324,M324,M.S. 324 - Patria Mirabal,310600010324,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,M090,21 JUMEL PLACE,MANHATTAN,NY,10032,1021120058,24900,112,10,MN36,Washington Heights South,CARLOS GUZMAN,Principal,212-923-4057,212-923-4626,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M328,M328,Community Math & Science Prep,310600010328,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Sep 8 2004,Open,M164,401 WEST 164 STREET,MANHATTAN,NY,10032,1021110024,24301,112,10,MN36,Washington Heights South,Olga Quiles,Principal,917-521-2508,917-521-7797,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M346,M346,Community Health Academy of the Heights,310600011346,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2006,Open,M814,504 West 158 Street,Manhattan,NY,10032,1021160031,24100,112,7,MN36,Washington Heights South,David Falciani,I.A. Principal,212-342-6600,212-342-6605,6,6,HS07,,,HS07,HS Network 07 Superintendent Office,NOAH ANGELES,NAngeles2@schools.nyc.gov,XFSC
06M348,M348,Washington Heights Expeditionary Learning School,310600011348,DOE,General Academic,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12",Jul 1 2006,Open,M143,511 West 182 Street,Manhattan,NY,10033,1021550035,26900,112,10,MN35,Washington Heights North,Marelyn Pichardo,Principal,212-781-0524,212-781-0742,6,6,HS12,,,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",ACheng3@schools.nyc.gov,ACES
06M366,M366,Washington Heights Academy,310600010366,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",Jul 1 2007,Open,M263,202 SHERMAN AVE,MANHATTAN,NY,10034,1022260041,29300,112,10,MN01,Marble Hill-Inwood,Tonato Perez,Principal,212-304-3320,212-304-3322,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M368,M368,The William Lynch School,310600010368,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,07,SE","0K,01,02,03,04,05",Jul 1 2007,Open,M153,1750 AMSTERDAM AVENUE,MANHATTAN,NY,10031,1020780019,23300,109,7,MN04,Hamilton Heights,Charles Reilly,Principal,212-862-9940,212-862-9946,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M423,M423,High School for Excellence and Innovation,310600011423,DOE,Transfer School,High school,"09,10,11,12","08,09,10,11,12",Jul 1 2009,Open,M052,650 ACADEMY STREET,MANHATTAN,NY,10034,1022330020,29100,112,10,MN01,Marble Hill-Inwood,TYONA WASHINGTON,Principal,212-569-1022,212-569-1190,6,6,HS10,,,HS10,HS Network 10 Superintendent Office,JOHN SULLIVAN,JSulliv3@schools.nyc.gov,ACES
06M462,M462,The College Academy,310600011462,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,Timothy Sigerson,Principal,212-927-1841,212-927-2388,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M463,M463,High School for Media and Communications,310600011463,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,Sofia Russo,Principal,212-927-1841,212-927-2326,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M467,M467,High School for Law and Public Service,310600011467,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,Paula Lev,Principal,212-342-6130,212-342-6116,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M468,M468,High School for Health Careers and Sciences,310600011468,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",May 11 1999,Open,M465,549 AUDUBON AVENUE,MANHATTAN,NY,10040,1021600018,27700,112,10,MN35,Washington Heights North,Javier Trejo,Principal,212-927-1841,212-927-6129,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M513,M513,Castle Bridge School,310600010513,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",Jul 1 2012,Open,M128,560 WEST 169 STREET,MANHATTAN,NY,10032,1021250001,25100,112,10,MN36,Washington Heights South,David Rosas,Principal,212-740-4701,212-740-4706,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M528,M528,I.S. 528 Bea Fuller Rodgers School,310600010528,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",Jul 1 1925,Open,M528,180 WADSWORTH AVENUE,MANHATTAN,NY,10033,1021640032,27100,112,10,MN35,Washington Heights North,CARLOS PICHARDO,Principal,212-740-4900,212-781-7302,6,6,M806,COMMUNITY SCHOOL DISTRICT 06,RENZO MARTINEZ,,,,,MFSC
06M540,M540,A. Philip Randolph Campus High School,310600011540,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",Jul 1 1926,Open,M540,443 WEST 135 STREET,MANHATTAN,NY,10031,1019570078,21703,109,9,MN06,Manhattanville,David Fanning,Principal,212-690-6800,212-690-6805,6,6,HS04,,,HS04,HS Network 04 Superintendent Office,Gary Beidleman,GBeidleman2@schools.nyc.gov,MFSC
06M552,M552,Gregorio Luperon High School for Science and Mathematics,310600011552,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",Jun 5 1996,Open,M876,501 West 165 Street,Manhattan,NY,10032,1021230045,25100,112,10,MN36,Washington Heights South,YECENIA CARDOZA,Principal,212-928-1202,212-928-1309,6,6,HS04,,,HS04,HS Network 04 Superintendent Office,Gary Beidleman,GBeidleman2@schools.nyc.gov,MFSC
07X001,X001,P.S. 001 Courtlandt School,320700010001,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1961,Open,X001,335 EAST 152 STREET,BRONX,NY,10451,2024110119,6700,201,17,BX34,Melrose South-Mott Haven North,Jenilee Ramirez,Principal,718-299-3700,718-292-2227,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X005,X005,P.S. 5 Port Morris,320700010005,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1961,Open,X005,564 JACKSON AVENUE,BRONX,NY,10455,2026420001,7300,201,8,BX34,Melrose South-Mott Haven North,Danielle Keane,Principal,718-292-2683,718-292-2495,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X018,X018,P.S. 018 John Peter Zenger,320700010018,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1952,Open,X018,502 MORRIS AVENUE,BRONX,NY,10451,2023240008,5100,201,8,BX39,Mott Haven-Port Morris,Anjelica Jordan,Principal,718-292-2868,718-292-2862,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X025,X025,P.S. 025 Bilingual School,320700010025,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05,SE",Jul 1 1897,Open,X025,811 EAST 149 STREET,BRONX,NY,10455,2026640001,7900,201,8,BX34,Melrose South-Mott Haven North,Raquel Pevey,Principal,718-292-2995,718-292-2997,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X029,X029,P.S./M.S. 029 Melrose School,320700010029,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Jul 1 1963,Open,X029,758 COURTLANDT AVENUE,BRONX,NY,10451,2024030001,6900,201,17,BX34,Melrose South-Mott Haven North,Danielle Presto,Principal,718-292-3785,718-292-3784,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X030,X030,P.S. 030 Wilton,320700010030,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,X030,510 EAST 141 STREET,BRONX,NY,10454,2022670015,3900,201,8,BX39,Mott Haven-Port Morris,Keisha Green,Principal,718-292-8817,718-292-3962,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X031,X031,P.S./M.S. 031 The William Lloyd Garrison,320700010031,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",Sep 1 1899,Open,X151,250 EAST 156 STREET,BRONX,NY,10451,2024430190,6100,204,17,BX14,East Concourse-Concourse Village,KATINA YESNICK,I.A. Principal,718-292-4397,718-292-4399,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X043,X043,P.S. 043 Jonas Bronck,320700010043,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1906,Open,X043,165 BROWN PLACE,BRONX,NY,10454,2022800040,2500,201,8,BX39,Mott Haven-Port Morris,CAROLINE MORDECAI,Principal,718-292-4502,718-292-4504,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X049,X049,P.S. 049 Willis Avenue,320700010049,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1965,Open,X049,383 EAST 139 STREET,BRONX,NY,10454,2023020040,3900,201,8,BX39,Mott Haven-Port Morris,Monica Brock,Principal,718-292-4623,718-292-4568,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X065,X065,P.S. 065 Mother Hale Academy,320700010065,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1924,Open,X065,677 EAST 141 STREET,BRONX,NY,10454,2025710001,3300,201,8,BX39,Mott Haven-Port Morris,JESSICA LOBOEN MORROBEL,Principal,718-292-4628,718-292-4695,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X154,X154,P.S. 154 Jonathan D. Hyatt,320700010154,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1962,Open,X154,333 EAST 135 STREET,BRONX,NY,10454,2022980001,2300,201,8,BX39,Mott Haven-Port Morris,ALISON COVIELLO,Principal,718-292-4742,718-292-4721,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X157,X157,P.S. 157 Grove Hill,320700010157,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1967,Open,X157,757 CAULDWELL AVENUE,BRONX,NY,10456,2026250001,7500,201,17,BX34,Melrose South-Mott Haven North,RAMONA DURAN,Principal,718-292-5255,718-292-5258,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X161,X161,P.S. 161 Juan Ponce De Leon School,320700010161,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 1968,Open,X161,628 TINTON AVENUE,BRONX,NY,10455,2026640029,7900,201,8,BX34,Melrose South-Mott Haven North,ALANA BIBERGAL,Principal,718-292-5478,718-292-5476,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X179,X179,Academy of Exploratory Arts,320700010179,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",Jul 1 2001,Open,X040,468 EAST 140 STREET,BRONX,NY,10454,2022840034,3900,201,8,BX39,Mott Haven-Port Morris,Christian Hernandez,Principal,718-292-2237,718-292-3623,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
07X221,X221,South Bronx Preparatory: A College Board School,320700011221,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Sep 8 2004,Open,X149,360 EAST 145 STREET,BRONX,NY,10454,2023060054,4300,201,8,BX39,Mott Haven-Port Morris,ELLEN FLANAGAN,Principal,718-292-2211,718-292-2172,7,7,HS09,,,HS09,HS Network 09 Superintendent Office,Carl Manalo,CManalo@schools.nyc.gov,XFSC
07X223,X223,The Laboratory School of Finance and Technology: X223,320700010223,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",Jul 1 2003,Open,X149,360 EAST 145 STREET,BRONX,NY,10454,2023060054,4300,201,8,BX39,Mott Haven-Port Morris,Eric Lincoln,Principal,718-585-8202,718-292-7435,7,7,X807,COMMUNITY SCHOOL DISTRICT 07,ROBERTO PADILLA,,,,,XFSC
